orderdetails_id,order_id,order_date,order_time,quantity,size,price,Sales,name,category
64,24,01-01-2015,14:23:01,1,M,16,16,The Italian Capocollo Pizza,Classic
65,24,01-01-2015,14:23:01,1,M,12.5,12.5,The Pepperoni Pizza,Classic
66,24,01-01-2015,14:23:01,1,S,12.5,12.5,The Prosciutto and Arugula Pizza,Supreme
67,25,01-01-2015,14:44:44,1,M,16.25,16.25,The Sicilian Pizza,Supreme
68,25,01-01-2015,14:44:44,1,L,20.75,20.75,The Thai Chicken Pizza,Chicken
69,26,01-01-2015,14:54:26,1,S,12,12,The Classic Deluxe Pizza,Classic
70,26,01-01-2015,14:54:26,1,L,20.25,20.25,The Vegetables + Vegetables Pizza,Veggie
71,27,01-01-2015,15:11:17,1,L,20.75,20.75,The Barbecue Chicken Pizza,Chicken
72,27,01-01-2015,15:11:17,1,M,16,16,The Classic Deluxe Pizza,Classic
73,27,01-01-2015,15:11:17,1,L,20.25,20.25,The Spinach and Feta Pizza,Veggie
74,28,01-01-2015,15:35:46,1,S,12.75,12.75,The Chicken Alfredo Pizza,Chicken
75,29,01-01-2015,15:41:01,1,S,12,12,The Green Garden Pizza,Veggie
76,30,01-01-2015,15:41:25,1,L,20.75,20.75,The Thai Chicken Pizza,Chicken
77,31,01-01-2015,15:50:18,1,M,16,16,The Mexicana Pizza,Veggie
78,31,01-01-2015,15:50:18,1,S,9.75,9.75,The Pepperoni Pizza,Classic
79,32,01-01-2015,15:53:18,1,S,12,12,The Big Meat Pizza,Classic
80,32,01-01-2015,15:53:18,1,L,20.25,20.25,The Green Garden Pizza,Veggie
81,32,01-01-2015,15:53:18,1,L,20.5,20.5,The Italian Capocollo Pizza,Classic
82,32,01-01-2015,15:53:18,1,M,16.5,16.5,The Italian Supreme Pizza,Supreme
83,33,01-01-2015,15:54:08,1,L,20.75,20.75,The Barbecue Chicken Pizza,Chicken
84,33,01-01-2015,15:54:08,1,S,12,12,The Green Garden Pizza,Veggie
85,34,01-01-2015,16:21:21,1,S,12,12,The Greek Pizza,Classic
86,35,01-01-2015,16:32:04,1,M,16,16,The Green Garden Pizza,Veggie
87,35,01-01-2015,16:32:04,1,L,17.5,17.5,"The Pepperoni, Mushroom, and Peppers Pizza",Classic
88,35,01-01-2015,16:32:04,1,M,12.5,12.5,The Pepperoni Pizza,Classic
89,35,01-01-2015,16:32:04,1,L,20.75,20.75,The Thai Chicken Pizza,Chicken
90,36,01-01-2015,16:54:09,1,M,16.75,16.75,The Barbecue Chicken Pizza,Chicken
91,36,01-01-2015,16:54:09,1,M,16,16,The Classic Deluxe Pizza,Classic
92,37,01-01-2015,16:56:09,1,L,20.75,20.75,The Italian Supreme Pizza,Supreme
93,37,01-01-2015,16:56:09,1,L,20.25,20.25,The Mexicana Pizza,Veggie
94,38,01-01-2015,17:03:00,1,S,10.5,10.5,The Hawaiian Pizza,Classic
95,38,01-01-2015,17:03:00,1,L,20.5,20.5,The Italian Capocollo Pizza,Classic
96,39,01-01-2015,17:07:23,1,L,20.75,20.75,The Italian Supreme Pizza,Supreme
97,40,01-01-2015,17:14:36,1,L,17.95,17.95,The Four Cheese Pizza,Veggie
98,40,01-01-2015,17:14:36,1,S,12.75,12.75,The Southwest Chicken Pizza,Chicken
99,41,01-01-2015,17:15:20,1,M,14.75,14.75,The Four Cheese Pizza,Veggie
100,41,01-01-2015,17:15:20,1,S,12,12,The Green Garden Pizza,Veggie
101,42,01-01-2015,17:28:09,1,S,12,12,The Big Meat Pizza,Classic
102,42,01-01-2015,17:28:09,1,L,18.5,18.5,The Five Cheese Pizza,Veggie
103,42,01-01-2015,17:28:09,1,L,20.25,20.25,The Mexicana Pizza,Veggie
104,42,01-01-2015,17:28:09,1,M,16.5,16.5,The Pepper Salami Pizza,Supreme
105,43,01-01-2015,17:38:34,1,M,16.75,16.75,The Chicken Alfredo Pizza,Chicken
106,43,01-01-2015,17:38:34,1,M,16.5,16.5,The Italian Supreme Pizza,Supreme
107,43,01-01-2015,17:38:34,1,L,20.75,20.75,The Pepper Salami Pizza,Supreme
108,44,01-01-2015,17:54:20,1,S,12.5,12.5,The Spinach Pesto Pizza,Veggie
109,45,01-01-2015,17:55:48,1,L,17.95,17.95,The Four Cheese Pizza,Veggie
110,45,01-01-2015,17:55:48,1,S,10.5,10.5,The Hawaiian Pizza,Classic
111,45,01-01-2015,17:55:48,1,M,16.75,16.75,The Thai Chicken Pizza,Chicken
112,46,01-01-2015,18:25:51,1,L,20.75,20.75,The Chicken Pesto Pizza,Chicken
113,46,01-01-2015,18:25:51,1,L,20.5,20.5,The Classic Deluxe Pizza,Classic
114,46,01-01-2015,18:25:51,1,M,16.75,16.75,The Thai Chicken Pizza,Chicken
115,47,01-01-2015,18:26:34,1,L,20.75,20.75,The Southwest Chicken Pizza,Chicken
116,47,01-01-2015,18:26:34,1,S,12,12,The Vegetables + Vegetables Pizza,Veggie
117,48,01-01-2015,18:26:42,1,M,16.75,16.75,The Chicken Pesto Pizza,Chicken
118,48,01-01-2015,18:26:42,1,S,12,12,The Green Garden Pizza,Veggie
119,48,01-01-2015,18:26:42,1,L,20.75,20.75,The Prosciutto and Arugula Pizza,Supreme
120,48,01-01-2015,18:26:42,1,L,20.75,20.75,The Spicy Italian Pizza,Supreme
121,49,01-01-2015,18:33:00,1,L,20.25,20.25,The Sicilian Pizza,Supreme
122,50,01-01-2015,18:41:01,1,XL,25.5,25.5,The Greek Pizza,Classic
123,51,01-01-2015,18:48:28,1,L,20.75,20.75,The Barbecue Chicken Pizza,Chicken
124,51,01-01-2015,18:48:28,1,L,17.5,17.5,"The Pepperoni, Mushroom, and Peppers Pizza",Classic
125,52,01-01-2015,18:53:02,1,L,16.5,16.5,The Hawaiian Pizza,Classic
126,52,01-01-2015,18:53:02,1,L,20.25,20.25,The Mexicana Pizza,Veggie
127,52,01-01-2015,18:53:02,1,L,20.75,20.75,The Spicy Italian Pizza,Supreme
128,53,01-01-2015,18:54:17,1,S,11,11,"The Pepperoni, Mushroom, and Peppers Pizza",Classic
129,53,01-01-2015,18:54:17,1,M,16.5,16.5,The Spinach Supreme Pizza,Supreme
130,54,01-01-2015,19:01:45,1,M,16.5,16.5,The Prosciutto and Arugula Pizza,Supreme
131,54,01-01-2015,19:01:45,1,L,20.75,20.75,The Thai Chicken Pizza,Chicken
132,55,01-01-2015,19:03:19,1,S,12.5,12.5,The Pepper Salami Pizza,Supreme
133,55,01-01-2015,19:03:19,1,L,20.75,20.75,The Spicy Italian Pizza,Supreme
134,56,01-01-2015,19:07:00,1,M,16,16,The Classic Deluxe Pizza,Classic
135,56,01-01-2015,19:07:00,1,L,20.25,20.25,The Mediterranean Pizza,Veggie
136,56,01-01-2015,19:07:00,1,M,16.75,16.75,The Southwest Chicken Pizza,Chicken
137,57,01-01-2015,19:10:51,1,M,16,16,The Classic Deluxe Pizza,Classic
138,58,01-01-2015,19:30:40,1,L,18.5,18.5,The Five Cheese Pizza,Veggie
139,58,01-01-2015,19:30:40,1,M,12.5,12.5,The Pepperoni Pizza,Classic
140,59,01-01-2015,19:40:08,1,S,12.75,12.75,The Italian Vegetables Pizza,Veggie
141,59,01-01-2015,19:40:08,1,S,11,11,"The Pepperoni, Mushroom, and Peppers Pizza",Classic
142,59,01-01-2015,19:40:08,1,L,15.25,15.25,The Pepperoni Pizza,Classic
143,60,01-01-2015,20:05:16,1,L,20.75,20.75,The Chicken Pesto Pizza,Chicken
144,60,01-01-2015,20:05:16,1,M,14.75,14.75,The Four Cheese Pizza,Veggie
145,61,01-01-2015,20:08:43,1,M,16.75,16.75,The Barbecue Chicken Pizza,Chicken
146,61,01-01-2015,20:08:43,1,L,20.75,20.75,The Italian Supreme Pizza,Supreme
147,62,01-01-2015,20:50:16,1,M,16.75,16.75,The Barbecue Chicken Pizza,Chicken
148,62,01-01-2015,20:50:16,1,M,16.5,16.5,The Spinach Supreme Pizza,Supreme
149,63,01-01-2015,20:51:42,1,M,14.5,14.5,"The Pepperoni, Mushroom, and Peppers Pizza",Classic
150,64,01-01-2015,20:52:08,1,S,12,12,The Big Meat Pizza,Classic
151,65,01-01-2015,21:16:00,1,S,11,11,"The Pepperoni, Mushroom, and Peppers Pizza",Classic
152,65,01-01-2015,21:16:00,1,S,12.25,12.25,The Sicilian Pizza,Supreme
153,65,01-01-2015,21:16:00,1,S,12.5,12.5,The Spicy Italian Pizza,Supreme
154,65,01-01-2015,21:16:00,1,M,16.5,16.5,The Spinach Supreme Pizza,Supreme
155,66,01-01-2015,21:47:55,1,M,16,16,The Classic Deluxe Pizza,Classic
156,66,01-01-2015,21:47:55,1,M,16,16,The Italian Capocollo Pizza,Classic
157,67,01-01-2015,22:03:40,1,L,20.75,20.75,The Southwest Chicken Pizza,Chicken
158,68,01-01-2015,22:07:32,1,M,16,16,The Classic Deluxe Pizza,Classic
159,68,01-01-2015,22:07:32,1,L,20.75,20.75,The Italian Supreme Pizza,Supreme
160,68,01-01-2015,22:07:32,1,M,16.5,16.5,The Italian Supreme Pizza,Supreme
161,69,01-01-2015,22:12:13,1,L,20.75,20.75,The Barbecue Chicken Pizza,Chicken
162,70,02-01-2015,11:38:51,1,S,12.75,12.75,The Italian Vegetables Pizza,Veggie
163,70,02-01-2015,11:38:51,1,L,20.75,20.75,The Soppressata Pizza,Supreme
164,71,02-01-2015,11:40:50,1,L,20.75,20.75,The Thai Chicken Pizza,Chicken
165,72,02-01-2015,11:57:25,1,L,20.25,20.25,The Spinach and Feta Pizza,Veggie
166,73,02-01-2015,11:58:56,1,S,12.75,12.75,The Thai Chicken Pizza,Chicken
167,74,02-01-2015,12:01:12,1,L,18.5,18.5,The Five Cheese Pizza,Veggie
168,74,02-01-2015,12:01:12,1,L,20.25,20.25,The Mexicana Pizza,Veggie
169,74,02-01-2015,12:01:12,1,S,12.5,12.5,The Spinach Pesto Pizza,Veggie
170,74,02-01-2015,12:01:12,1,L,20.75,20.75,The Spinach Supreme Pizza,Supreme
171,75,02-01-2015,12:10:15,1,S,12.5,12.5,The Italian Supreme Pizza,Supreme
172,75,02-01-2015,12:10:15,1,L,20.25,20.25,The Mediterranean Pizza,Veggie
173,75,02-01-2015,12:10:15,1,L,20.5,20.5,The Napolitana Pizza,Classic
174,76,02-01-2015,12:21:17,1,S,12,12,The Big Meat Pizza,Classic
175,76,02-01-2015,12:21:17,1,L,16.5,16.5,The Hawaiian Pizza,Classic
176,76,02-01-2015,12:21:17,1,L,21,21,The Italian Vegetables Pizza,Veggie
177,76,02-01-2015,12:21:17,1,L,20.75,20.75,The Spicy Italian Pizza,Supreme
178,77,02-01-2015,12:22:46,1,M,16.75,16.75,The Barbecue Chicken Pizza,Chicken
179,77,02-01-2015,12:22:46,1,M,13.25,13.25,The Hawaiian Pizza,Classic
180,78,02-01-2015,12:28:14,1,S,12,12,The Big Meat Pizza,Classic
181,78,02-01-2015,12:28:14,1,S,12,12,The Classic Deluxe Pizza,Classic
182,78,02-01-2015,12:28:14,1,L,17.95,17.95,The Four Cheese Pizza,Veggie
183,78,02-01-2015,12:28:14,1,M,16,16,The Italian Capocollo Pizza,Classic
184,78,02-01-2015,12:28:14,3,L,20.75,62.25,The Spicy Italian Pizza,Supreme
185,78,02-01-2015,12:28:14,1,S,12.75,12.75,The Thai Chicken Pizza,Chicken
186,79,02-01-2015,12:29:11,1,L,20.5,20.5,The Italian Capocollo Pizza,Classic
187,79,02-01-2015,12:29:11,1,S,11,11,"The Pepperoni, Mushroom, and Peppers Pizza",Classic
188,79,02-01-2015,12:29:11,1,L,20.75,20.75,The Thai Chicken Pizza,Chicken
189,80,02-01-2015,12:35:38,1,S,9.75,9.75,The Pepperoni Pizza,Classic
190,80,02-01-2015,12:35:38,1,M,16.75,16.75,The Thai Chicken Pizza,Chicken
191,81,02-01-2015,12:40:01,1,L,20.75,20.75,The Thai Chicken Pizza,Chicken
192,82,02-01-2015,12:45:51,1,S,12,12,The Big Meat Pizza,Classic
193,82,02-01-2015,12:45:51,1,M,16.75,16.75,The California Chicken Pizza,Chicken
194,82,02-01-2015,12:45:51,1,L,20.75,20.75,The Spicy Italian Pizza,Supreme
195,82,02-01-2015,12:45:51,1,M,16,16,The Vegetables + Vegetables Pizza,Veggie
196,83,02-01-2015,12:53:27,1,S,12.75,12.75,The Southwest Chicken Pizza,Chicken
197,84,02-01-2015,13:13:41,1,L,15.25,15.25,The Pepperoni Pizza,Classic
198,85,02-01-2015,13:34:49,1,M,16,16,The Classic Deluxe Pizza,Classic
199,85,02-01-2015,13:34:49,1,S,12,12,The Classic Deluxe Pizza,Classic
200,85,02-01-2015,13:34:49,1,L,20.75,20.75,The Italian Supreme Pizza,Supreme
201,85,02-01-2015,13:34:49,1,M,16,16,The Greek Pizza,Classic
202,86,02-01-2015,13:40:31,1,L,16.5,16.5,The Hawaiian Pizza,Classic
203,87,02-01-2015,14:01:02,1,M,16,16,The Italian Capocollo Pizza,Classic
204,87,02-01-2015,14:01:02,1,M,16,16,The Mexicana Pizza,Veggie
205,87,02-01-2015,14:01:02,1,L,20.75,20.75,The Spinach Supreme Pizza,Supreme
206,87,02-01-2015,14:01:02,1,S,12.5,12.5,The Spinach Supreme Pizza,Supreme
207,88,02-01-2015,14:10:08,1,L,18.5,18.5,The Five Cheese Pizza,Veggie
208,89,02-01-2015,14:30:19,1,L,20.75,20.75,The Soppressata Pizza,Supreme
209,89,02-01-2015,14:30:19,1,L,20.75,20.75,The Thai Chicken Pizza,Chicken
210,90,02-01-2015,15:08:48,1,L,20.25,20.25,The Sicilian Pizza,Supreme
211,90,02-01-2015,15:08:48,1,S,12.75,12.75,The Thai Chicken Pizza,Chicken
212,91,02-01-2015,15:14:43,2,L,20.75,41.5,The Barbecue Chicken Pizza,Chicken
213,91,02-01-2015,15:14:43,1,S,12.75,12.75,The Chicken Pesto Pizza,Chicken
214,91,02-01-2015,15:14:43,1,S,9.75,9.75,The Pepperoni Pizza,Classic
215,92,02-01-2015,15:17:02,1,M,16.75,16.75,The Barbecue Chicken Pizza,Chicken
216,92,02-01-2015,15:17:02,1,L,20.75,20.75,The Italian Supreme Pizza,Supreme
217,92,02-01-2015,15:17:02,1,M,16.5,16.5,The Italian Supreme Pizza,Supreme
218,92,02-01-2015,15:17:02,1,S,12.75,12.75,The Italian Vegetables Pizza,Veggie
219,92,02-01-2015,15:17:02,1,M,12.5,12.5,The Pepperoni Pizza,Classic
220,92,02-01-2015,15:17:02,1,M,16.5,16.5,The Pepper Salami Pizza,Supreme
221,92,02-01-2015,15:17:02,1,S,12,12,The Spinach and Feta Pizza,Veggie
222,92,02-01-2015,15:17:02,1,S,12.5,12.5,The Spinach Supreme Pizza,Supreme
223,92,02-01-2015,15:17:02,2,M,16,32,The Greek Pizza,Classic
224,93,02-01-2015,15:29:31,1,M,16.25,16.25,The Sicilian Pizza,Supreme
225,94,02-01-2015,16:17:16,1,M,16,16,The Italian Capocollo Pizza,Classic
226,94,02-01-2015,16:17:16,1,S,12.75,12.75,The Southwest Chicken Pizza,Chicken
227,95,02-01-2015,16:18:04,1,S,12,12,The Napolitana Pizza,Classic
228,95,02-01-2015,16:18:04,1,L,20.75,20.75,The Pepper Salami Pizza,Supreme
229,96,02-01-2015,16:21:20,1,S,12,12,The Napolitana Pizza,Classic
230,97,02-01-2015,16:45:33,1,S,12,12,The Big Meat Pizza,Classic
231,98,02-01-2015,17:18:18,1,L,20.5,20.5,The Classic Deluxe Pizza,Classic
232,98,02-01-2015,17:18:18,1,L,20.5,20.5,The Napolitana Pizza,Classic
233,99,02-01-2015,17:45:42,1,L,20.75,20.75,The Italian Supreme Pizza,Supreme
234,100,02-01-2015,17:46:17,1,L,16.5,16.5,The Hawaiian Pizza,Classic
235,101,02-01-2015,17:51:33,1,L,20.75,20.75,The California Chicken Pizza,Chicken
236,101,02-01-2015,17:51:33,1,L,15.25,15.25,The Pepperoni Pizza,Classic
237,101,02-01-2015,17:51:33,1,L,20.75,20.75,The Soppressata Pizza,Supreme
238,101,02-01-2015,17:51:33,1,M,16.5,16.5,The Spicy Italian Pizza,Supreme
239,102,02-01-2015,17:54:04,1,S,12.75,12.75,The Barbecue Chicken Pizza,Chicken
240,102,02-01-2015,17:54:04,1,S,12.5,12.5,The Prosciutto and Arugula Pizza,Supreme
241,103,02-01-2015,18:02:09,1,S,12.5,12.5,The Spinach Supreme Pizza,Supreme
242,104,02-01-2015,18:02:12,1,M,16.75,16.75,The Barbecue Chicken Pizza,Chicken
243,104,02-01-2015,18:02:12,1,M,16.75,16.75,The Chicken Alfredo Pizza,Chicken
244,104,02-01-2015,18:02:12,1,M,16.75,16.75,The Italian Vegetables Pizza,Veggie
245,104,02-01-2015,18:02:12,1,L,20.25,20.25,The Vegetables + Vegetables Pizza,Veggie
246,105,02-01-2015,18:12:01,2,S,10.5,21,The Hawaiian Pizza,Classic
247,105,02-01-2015,18:12:01,1,L,15.25,15.25,The Pepperoni Pizza,Classic
248,105,02-01-2015,18:12:01,1,M,16.5,16.5,The Prosciutto and Arugula Pizza,Supreme
249,106,02-01-2015,18:12:13,1,L,20.25,20.25,The Mexicana Pizza,Veggie
250,106,02-01-2015,18:12:13,1,L,20.75,20.75,The Spicy Italian Pizza,Supreme
251,107,02-01-2015,18:25:09,1,L,20.75,20.75,The California Chicken Pizza,Chicken
252,107,02-01-2015,18:25:09,1,M,16.5,16.5,The Italian Supreme Pizza,Supreme
253,107,02-01-2015,18:25:09,1,L,20.75,20.75,The Spicy Italian Pizza,Supreme
254,107,02-01-2015,18:25:09,1,L,20.25,20.25,The Vegetables + Vegetables Pizza,Veggie
255,108,02-01-2015,18:25:25,1,L,20.5,20.5,The Classic Deluxe Pizza,Classic
256,108,02-01-2015,18:25:25,1,L,16.5,16.5,The Hawaiian Pizza,Classic
257,108,02-01-2015,18:25:25,1,L,20.75,20.75,The Spinach Supreme Pizza,Supreme
258,109,02-01-2015,18:27:50,1,L,20.5,20.5,The Italian Capocollo Pizza,Classic
259,109,02-01-2015,18:27:50,1,L,20.75,20.75,The Italian Supreme Pizza,Supreme
260,109,02-01-2015,18:27:50,1,M,12.5,12.5,The Pepperoni Pizza,Classic
261,109,02-01-2015,18:27:50,1,L,20.75,20.75,The Prosciutto and Arugula Pizza,Supreme
262,110,02-01-2015,18:36:19,1,S,12,12,The Big Meat Pizza,Classic
263,110,02-01-2015,18:36:19,1,L,20.5,20.5,The Napolitana Pizza,Classic
264,110,02-01-2015,18:36:19,1,L,20.75,20.75,The Soppressata Pizza,Supreme
265,110,02-01-2015,18:36:19,1,S,12.5,12.5,The Spicy Italian Pizza,Supreme
266,111,02-01-2015,18:38:01,1,M,16.75,16.75,The California Chicken Pizza,Chicken
267,111,02-01-2015,18:38:01,1,L,18.5,18.5,The Five Cheese Pizza,Veggie
268,111,02-01-2015,18:38:01,1,M,12.5,12.5,The Pepperoni Pizza,Classic
269,111,02-01-2015,18:38:01,1,L,20.75,20.75,The Spinach Pesto Pizza,Veggie
270,112,02-01-2015,18:41:40,1,S,9.75,9.75,The Pepperoni Pizza,Classic
271,113,02-01-2015,18:50:21,1,L,20.75,20.75,The California Chicken Pizza,Chicken
272,113,02-01-2015,18:50:21,1,L,20.25,20.25,The Mexicana Pizza,Veggie
273,113,02-01-2015,18:50:21,1,M,16.75,16.75,The Southwest Chicken Pizza,Chicken
274,114,02-01-2015,18:59:32,1,L,15.25,15.25,The Pepperoni Pizza,Classic
275,114,02-01-2015,18:59:32,1,S,12.25,12.25,The Sicilian Pizza,Supreme
276,115,02-01-2015,19:05:17,1,S,12,12,The Big Meat Pizza,Classic
277,115,02-01-2015,19:05:17,1,L,20.5,20.5,The Napolitana Pizza,Classic
278,115,02-01-2015,19:05:17,1,M,16.75,16.75,The Thai Chicken Pizza,Chicken
279,116,02-01-2015,19:18:49,1,L,18.5,18.5,The Five Cheese Pizza,Veggie
280,117,02-01-2015,19:23:02,1,M,16.5,16.5,The Pepper Salami Pizza,Supreme
281,117,02-01-2015,19:23:02,1,L,20.25,20.25,The Sicilian Pizza,Supreme
282,118,02-01-2015,19:26:59,1,L,20.75,20.75,The Prosciutto and Arugula Pizza,Supreme
283,118,02-01-2015,19:26:59,1,S,12,12,The Spinach and Feta Pizza,Veggie
284,119,02-01-2015,19:32:29,1,M,14.75,14.75,The Four Cheese Pizza,Veggie
285,120,02-01-2015,19:35:07,1,S,12,12,The Classic Deluxe Pizza,Classic
286,120,02-01-2015,19:35:07,1,S,10.5,10.5,The Hawaiian Pizza,Classic
287,120,02-01-2015,19:35:07,1,L,20.25,20.25,The Spinach and Feta Pizza,Veggie
288,121,02-01-2015,19:38:48,1,M,16.75,16.75,The Barbecue Chicken Pizza,Chicken
289,121,02-01-2015,19:38:48,1,L,17.95,17.95,The Four Cheese Pizza,Veggie
290,121,02-01-2015,19:38:48,1,L,20.25,20.25,The Sicilian Pizza,Supreme
291,121,02-01-2015,19:38:48,1,L,20.75,20.75,The Southwest Chicken Pizza,Chicken
292,122,02-01-2015,19:50:19,1,M,16.5,16.5,The Italian Supreme Pizza,Supreme
293,123,02-01-2015,20:12:09,1,S,12,12,The Italian Capocollo Pizza,Classic
294,124,02-01-2015,20:12:34,1,S,12.75,12.75,The Barbecue Chicken Pizza,Chicken
295,124,02-01-2015,20:12:34,1,L,20.25,20.25,The Sicilian Pizza,Supreme
296,124,02-01-2015,20:12:34,1,L,20.75,20.75,The Spicy Italian Pizza,Supreme
297,124,02-01-2015,20:12:34,1,S,12,12,The Greek Pizza,Classic
298,125,02-01-2015,20:31:06,1,XL,25.5,25.5,The Greek Pizza,Classic
299,126,02-01-2015,20:53:42,1,L,20.25,20.25,The Vegetables + Vegetables Pizza,Veggie
300,127,02-01-2015,20:58:23,1,M,12.5,12.5,The Pepperoni Pizza,Classic
301,128,02-01-2015,21:05:06,1,S,12.5,12.5,The Spicy Italian Pizza,Supreme
302,129,02-01-2015,21:13:02,1,S,12,12,The Big Meat Pizza,Classic
303,129,02-01-2015,21:13:02,1,M,16,16,The Greek Pizza,Classic
